field_name,valueset_item,valueset_item_descriptor
RESULT_UNIT,umol/mL,umol/mL=micromole per milliliter
RESULT_UNIT,umol/mL/min,umol/mL/min=micromole per milliliter per minute
RESULT_UNIT,umol/mmol,umol/mmol=micromole per millimole
RESULT_UNIT,umol/mmol{creat},umol/mmol{creat}=micromole per millimole of creatinine
RESULT_UNIT,umol/mol,umol/mol=micromole per mole
RESULT_UNIT,umol/mol{creat},umol/mol{creat}=micromole per mole of creatinine
RESULT_UNIT,umol/mol{Hb},umol/mol{Hb}=micromole per mole of hemoglobin
RESULT_UNIT,umol/umol,umol/umol=micromole per micromole
RESULT_UNIT,umol/umol{creat},umol/umol{creat}=micromole per micromole of creatinine
RESULT_UNIT,umol{BCE}/mol,umol{BCE}/mol=micromole bone collagen equivalent per mole
RESULT_UNIT,uOhm,uOhm=microOhm
RESULT_UNIT,us,us=microsecond
RESULT_UNIT,uU/g,uU/g=micro enzyme unit per gram
RESULT_UNIT,uU/L,uU/L=micro enzyme unit per liter
RESULT_UNIT,uU/mL,uU/mL=micro enzyme unit per milliliter
RESULT_UNIT,uV,uV=microvolt
RESULT_UNIT,V,V=volt
RESULT_UNIT,Wb,Wb=Weber
RESULT_UNIT,wk,wk=week
RESULT_UNIT,NI,NI=No information
RESULT_UNIT,OT,OT=Other
RESULT_UNIT,UN,UN=Unknown
RESULT_UNIT,%,%=percent
RESULT_UNIT,%{abnormal},%{abnormal}=percent abnormal
RESULT_UNIT,%{activity},%{activity}=percent activity
RESULT_UNIT,%{aggregation},%{aggregation}=percent aggregation
RESULT_UNIT,%{at_60_min},%{at_60_min}=percent at 60 minute
RESULT_UNIT,%{bacteria},%{bacteria}=percent of bacteria
RESULT_UNIT,%{basal_activity},%{basal_activity}=percent basal activity
RESULT_UNIT,%{baseline},%{baseline}=percent of baseline
RESULT_UNIT,%{binding},%{binding}=percent binding
RESULT_UNIT,%{blockade},%{blockade}=percent blockade
RESULT_UNIT,%{blocked},%{blocked}=percent blocked
RESULT_UNIT,%{bound},%{bound}=percent bound
RESULT_UNIT,%{breakdown},%{breakdown}=percent breakdown
RESULT_UNIT,%{cells},%{cells}=percent of cells
RESULT_UNIT,%{deficient},%{deficient}=percent deficient
RESULT_UNIT,%{dose},%{dose}=percent dose
RESULT_UNIT,%{excretion},%{excretion}=percent excretion
RESULT_UNIT,%{Hb},%{Hb}=percent hemoglobin
RESULT_UNIT,%{hemolysis},%{hemolysis}=percent hemolysis
RESULT_UNIT,%{index},%{index}=percent index
RESULT_UNIT,%{inhibition},%{inhibition}=percent inhibition
RESULT_UNIT,%{loss_AChR},%{loss_AChR}=percent loss of acetylcholine receptor
RESULT_UNIT,%{loss},%{loss}=percent loss
RESULT_UNIT,%{lysis},%{lysis}=percent lysis
RESULT_UNIT,%{normal},%{normal}=percent normal
RESULT_UNIT,%{penetration},%{penetration}=percent penetration
RESULT_UNIT,%{pooled_plasma},%{pooled_plasma}=percent normal pooled plasma
RESULT_UNIT,%{positive},%{positive}=percent positive
RESULT_UNIT,%{RBCs},%{RBCs}=percent of red blood cells
RESULT_UNIT,%{reactive},%{reactive}=percent reactive
RESULT_UNIT,%{recovery},%{recovery}=percent recovery
RESULT_UNIT,%{reference},%{reference}=percent reference
RESULT_UNIT,%{relative},%{relative}=relative percent
RESULT_UNIT,%{residual},%{residual}=percent residual
RESULT_UNIT,%{response},%{response}=percent response
RESULT_UNIT,%{saturation},%{saturation}=percent saturation
RESULT_UNIT,%{total},%{total}=percent total
RESULT_UNIT,%{uptake},%{uptake}=percent uptake
RESULT_UNIT,%{viable},%{viable}=percent viable
RESULT_UNIT,%{vol},%{vol}=percent by volume
RESULT_UNIT,%{WBCs},%{WBCs}=percent of white blood cells
RESULT_UNIT,/(12.h),/(12.h)=per twelve hour
RESULT_UNIT,/[arb'U],/[arb'U]=per arbitrary unit
RESULT_UNIT,/[HPF],/[HPF]=per high power field
RESULT_UNIT,/[IU],/[IU]=per international unit
RESULT_UNIT,/[IU]/mL,/[IU]/mL=per international unit per milliliter
RESULT_UNIT,/[LPF],/[LPF]=per low power field
RESULT_UNIT,/{entity},/{entity}=per entity
RESULT_UNIT,/{OIF},/{OIF}=per oil immersion field
RESULT_UNIT,/10*10,/10*10=per 10 billion
RESULT_UNIT,/10*12,/10*12=per trillion
RESULT_UNIT,/10*12{RBCs},/10*12{RBCs}=per trillion red blood cells
RESULT_UNIT,/10*3,/10*3=per thousand
RESULT_UNIT,/10*3{RBCs},/10*3{RBCs}=per thousand red blood cells
RESULT_UNIT,/10*4{RBCs},/10*4{RBCs}=per 10 thousand red blood cells
RESULT_UNIT,/10*6,/10*6=per million
RESULT_UNIT,/10*9,/10*9=per billion
RESULT_UNIT,/100,/100=per 100
RESULT_UNIT,/100{cells},/100{cells}=per 100 cells
RESULT_UNIT,/100{neutrophils},/100{neutrophils}=per 100 neutrophils
RESULT_UNIT,/100{spermatozoa},/100{spermatozoa}=per 100 spermatozoa
RESULT_UNIT,/100{WBCs},/100{WBCs}=per 100 white blood cells
RESULT_UNIT,/a,/a=per year
RESULT_UNIT,/cm[H2O],/cm[H2O]=per centimeter of water
RESULT_UNIT,/d,/d=per day
RESULT_UNIT,/dL,/dL=per deciliter
RESULT_UNIT,/g,/g=per gram
RESULT_UNIT,/g{creat},/g{creat}=per gram of creatinine
RESULT_UNIT,/g{Hb},/g{Hb}=per gram of hemoglobin
RESULT_UNIT,/g{tot_nit},/g{tot_nit}=per gram of total nitrogen
RESULT_UNIT,/g{tot_prot},/g{tot_prot}=per gram of total protein
RESULT_UNIT,/g{wet_tis},/g{wet_tis}=per gram of wet tissue
RESULT_UNIT,/h,/h=per hour
RESULT_UNIT,/kg,/kg=per kilogram
RESULT_UNIT,/kg{body_wt},/kg{body_wt}=per kilogram of body weight
RESULT_UNIT,/L,/L=per liter
RESULT_UNIT,/m2,/m2=per square meter
RESULT_UNIT,/m3,/m3=per cubic meter
RESULT_UNIT,/mg,/mg=per milligram
RESULT_UNIT,/min,/min=per minute
RESULT_UNIT,/mL,/mL=per milliliter
RESULT_UNIT,/mm,/mm=per millimeter
RESULT_UNIT,/mm3,/mm3=per cubic millimeter
RESULT_UNIT,/mmol{creat},/mmol{creat}=per millimole of creatinine
RESULT_UNIT,/mo,/mo=per month
RESULT_UNIT,/s,/s=per second
RESULT_UNIT,/U,/U=per enzyme unit
RESULT_UNIT,/uL,/uL=per microliter
RESULT_UNIT,/wk,/wk=per week
RESULT_UNIT,[APL'U],[APL'U]=IgA anticardiolipin unit**
RESULT_UNIT,[APL'U]/mL,[APL'U]/mL=IgA anticardiolipin unit per milliliter**
RESULT_UNIT,[arb'U],[arb'U]=arbitrary unit
RESULT_UNIT,[arb'U]/mL,[arb'U]/mL=arbitrary unit per milliliter
RESULT_UNIT,[AU],[AU]=allergy unit
RESULT_UNIT,[AU]/ml,[AU]/ml=Allergy unit per milliliter
RESULT_UNIT,[bdsk'U],[bdsk'U]=Bodansky unit
RESULT_UNIT,[beth'U],[beth'U]=Bethesda unit
RESULT_UNIT,[beth'U]/ml,[beth'U]/ml=Bethesda unit per milliliter
RESULT_UNIT,[CFU],[CFU]=colony forming unit
RESULT_UNIT,[CFU]/L,[CFU]/L=colony forming unit per liter
RESULT_UNIT,[CFU]/mL,[CFU]/mL=colony forming unit per milliliter
RESULT_UNIT,[Ch],[Ch]=French (catheter gauge)
RESULT_UNIT,[cin_i],[cin_i]=cubic inch (international)
RESULT_UNIT,[degF],[degF]=degree Fahrenheit
RESULT_UNIT,[diop],[diop]=diopter
RESULT_UNIT,[dr_av],[dr_av]=dram (US and British)
RESULT_UNIT,[drp],[drp]=drop (1/12 milliliter)
RESULT_UNIT,[FEU],[FEU]=Fibrinogen equivalent units
RESULT_UNIT,[foz_us],[foz_us]=fluid ounce (US)
RESULT_UNIT,[ft_i],[ft_i]=foot (international)
RESULT_UNIT,[ft_us]/[ft_us],[ft_us]/[ft_us]=feet (US) per feet (US)
RESULT_UNIT,[gal_us],[gal_us]=gallon (US)
RESULT_UNIT,[GPL'U],[GPL'U]=IgG anticardiolipin unit**
RESULT_UNIT,[GPL'U]/mL,[GPL'U]/mL=IgG anticardiolipin unit per milliliter**
RESULT_UNIT,[HPF],[HPF]=high power field
RESULT_UNIT,[in_i],[in_i]=inch (international)
RESULT_UNIT,[in_i'H2O],[in_i'H2O]=inch (international) of water
RESULT_UNIT,[in_us],[in_us]=inches (US)
RESULT_UNIT,[IU],[IU]=international unit
RESULT_UNIT,[IU]/(2.h),[IU]/(2.h)=international unit per 2 hour
RESULT_UNIT,[IU]/(24.h),[IU]/(24.h)=international unit per 24 hour
RESULT_UNIT,[IU]/10*9{RBCs},[IU]/10*9{RBCs}=international unit per billion red blood cells
RESULT_UNIT,[IU]/d,[IU]/d=international unit per day
RESULT_UNIT,[IU]/dL,[IU]/dL=international unit per deciliter
RESULT_UNIT,[IU]/g,[IU]/g=international unit per gram
RESULT_UNIT,[IU]/g{Hb},[IU]/g{Hb}=international unit per gram of hemoglobin
RESULT_UNIT,[IU]/h,[IU]/h=international unit per hour
RESULT_UNIT,[IU]/kg,[IU]/kg=international unit per kilogram
RESULT_UNIT,[IU]/kg/d,[IU]/kg/d=international unit per kilogram per day
RESULT_UNIT,[IU]/kg/h,[IU]/kg/h=international unit per kilogram per hour
RESULT_UNIT,[IU]/L,[IU]/L=international unit per liter
RESULT_UNIT,[IU]/L{37Cel},[IU]/L{37Cel}=international unit per liter at 37 degrees Celsius
RESULT_UNIT,[IU]/mg{creat},[IU]/mg{creat}=international unit per milligram of creatinine
RESULT_UNIT,[IU]/min,[IU]/min=international unit per minute
RESULT_UNIT,[IU]/mL,[IU]/mL=international unit per milliliter
RESULT_UNIT,[ka'U],[ka'U]=King Armstrong unit
RESULT_UNIT,[knk'U],[knk'U]=Kunkel unit
RESULT_UNIT,[lb_av],[lb_av]=pound (US and British)
RESULT_UNIT,[LPF],[LPF]=low power field
RESULT_UNIT,[mclg'U],[mclg'U]=Maclagan unit
RESULT_UNIT,[MET].min/wk,[MET].min/wk=metabolic equivalent minute per week
RESULT_UNIT,[mi_i],[mi_i]=mile (international)
RESULT_UNIT,[MPL'U],[MPL'U]=IgM anticardiolipin unit**
RESULT_UNIT,[MPL'U]/mL,[MPL'U]/mL=IgM anticardiolipin unit per milliliter**
RESULT_UNIT,[oz_av],[oz_av]=ounce (US and British)
RESULT_UNIT,[oz_tr],[oz_tr]=Troy ounce
RESULT_UNIT,[pH],[pH]=pH
RESULT_UNIT,[ppb],[ppb]=part per billion
RESULT_UNIT,[ppm],[ppm]=part per million
RESULT_UNIT,[ppm]{v/v},[ppm]{v/v}=part per million in volume per volume
RESULT_UNIT,[ppth],[ppth]=part per thousand
RESULT_UNIT,[pptr],[pptr]=part per trillion
RESULT_UNIT,[PRU],[PRU]=peripheral vascular resistance unit
RESULT_UNIT,[psi],[psi]=pound per square inch
RESULT_UNIT,[pt_us],[pt_us]=pint (US)
RESULT_UNIT,[qt_us],[qt_us]=quart (US)
RESULT_UNIT,[sft_i],[sft_i]=square foot (international)
RESULT_UNIT,[sin_i],[sin_i]=square inch (international)
RESULT_UNIT,[syd_i],[syd_i]=square yard (international)
RESULT_UNIT,[tbs_us],[tbs_us]=tablespoon (US)
RESULT_UNIT,[tb'U],[tb'U]=tuberculin unit
RESULT_UNIT,[todd'U],[todd'U]=Todd unit
RESULT_UNIT,[tsp_us],[tsp_us]=teaspoon (US)
RESULT_UNIT,[yd_i],[yd_i]=yard (international)
RESULT_UNIT,{#},{#}=number
RESULT_UNIT,{#}/[HPF],{#}/[HPF]=number per high power field
RESULT_UNIT,{#}/[LPF],{#}/[LPF]=number per low power field
RESULT_UNIT,{#}/{platelet},{#}/{platelet}=molecule per platelet
RESULT_UNIT,{#}/a,{#}/a=number per annum (year)
RESULT_UNIT,{#}/d,{#}/d=number per day
RESULT_UNIT,{#}/g,{#}/g=number per gram
RESULT_UNIT,{#}/L,{#}/L=number per liter
RESULT_UNIT,{#}/min,{#}/min=number per minute
RESULT_UNIT,{#}/mL,{#}/mL=number per milliliter
RESULT_UNIT,{#}/uL,{#}/uL=number per microliter
RESULT_UNIT,{#}/wk,{#}/wk=number per week
RESULT_UNIT,{absorbance},{absorbance}=absorbance
RESULT_UNIT,{activity},{activity}=activity
RESULT_UNIT,{AHF'U},{AHF'U}=American Hospital Formulary unit
RESULT_UNIT,{APS'U},{APS'U}=IgA antiphosphatidylserine unit
RESULT_UNIT,{ARU},{ARU}=aspirin response unit
RESULT_UNIT,{beats}/min,{beats}/min=heart beats per minute
RESULT_UNIT,{binding_index},{binding_index}=binding index
RESULT_UNIT,{breaths}/min,{breaths}/min=breaths per minute
RESULT_UNIT,{CAE'U},{CAE'U}=complement activity enzyme unit
RESULT_UNIT,{CAG_repeats},{CAG_repeats}=CAG trinucleotide repeats
RESULT_UNIT,{cells},{cells}=cells
RESULT_UNIT,{cells}/[HPF],{cells}/[HPF]=cells per high power field
RESULT_UNIT,{cells}/uL,{cells}/uL=cells per microliter
RESULT_UNIT,{CH100'U},{CH100'U}=complement CH100 unit
RESULT_UNIT,{clock_time},{clock_time}=clock time e.g 12:30PM
RESULT_UNIT,{copies},{copies}=copies
RESULT_UNIT,{copies}/mL,{copies}/mL=copies per milliliter
RESULT_UNIT,{copies}/ug,{copies}/ug=copies per microgram
RESULT_UNIT,{count},{count}=count
RESULT_UNIT,{CPM},{CPM}=counts per minute
RESULT_UNIT,{CPM}/10*3{cell},{CPM}/10*3{cell}=counts per minute per thousand cells
RESULT_UNIT,{Ct_value},{Ct_value}=Cycle threshold value
RESULT_UNIT,{delta_OD},{delta_OD}=change in (delta) optical density
RESULT_UNIT,{dilution},{dilution}=dilution
RESULT_UNIT,{Ehrlich'U},{Ehrlich'U}=Ehrlich unit
RESULT_UNIT,{Ehrlich'U}/(2.h),{Ehrlich'U}/(2.h)=Ehrlich unit per 2 hour
RESULT_UNIT,{Ehrlich'U}/100.g,{Ehrlich'U}/100.g=Ehrlich unit per 100 gram
RESULT_UNIT,{Ehrlich'U}/d,{Ehrlich'U}/d=Ehrlich unit per day
RESULT_UNIT,{Ehrlich'U}/dL,{Ehrlich'U}/dL=Ehrlich unit per deciliter
RESULT_UNIT,{EIA_index},{EIA_index}=EIA index
RESULT_UNIT,{EIA_titer},{EIA_titer}=EIA titer
RESULT_UNIT,{EIA'U},{EIA'U}=EIA unit
RESULT_UNIT,{EIA'U}/U,{EIA'U}/U=EIA unit per enzyme unit
RESULT_UNIT,{ELISA'U},{ELISA'U}=ELISA unit
RESULT_UNIT,{EV},{EV}=EIA value
RESULT_UNIT,{FIU},{FIU}=fluorescent intensity unit
RESULT_UNIT,{fraction},{fraction}=fraction
RESULT_UNIT,{GAA_repeats},{GAA_repeats}=GAA trinucleotide repeats
RESULT_UNIT,{genomes}/mL,{genomes}/mL=genomes per milliliter
RESULT_UNIT,{Globules}/[HPF],{Globules}/[HPF]=globules (drops) per high power field
RESULT_UNIT,{GPS'U},{GPS'U}=IgG antiphosphatidylserine unit
RESULT_UNIT,{HA_titer},{HA_titer}=influenza hemagglutination titer
RESULT_UNIT,{IFA_index},{IFA_index}=immunofluorescence assay index
RESULT_UNIT,{IFA_titer},{IFA_titer}=Immunofluorescence assay titer
RESULT_UNIT,{ImmuneComplex'U},{ImmuneComplex'U}=immune complex unit
RESULT_UNIT,{index_val},{index_val}=index value
RESULT_UNIT,{index},{index}=index value
RESULT_UNIT,{INR},{INR}=international normalized ratio
RESULT_UNIT,{ISR},{ISR}=immune status ratio
RESULT_UNIT,{JDF'U},{JDF'U}=Juvenile Diabetes Foundation unit
RESULT_UNIT,{JDF'U}/L,{JDF'U}/L=Juvenile Diabetes Foundation unit per liter
RESULT_UNIT,{KCT'U},{KCT'U}=kaolin clotting time
RESULT_UNIT,{KRONU'U}/mL,{KRONU'U}/mL=Kronus unit per milliliter
RESULT_UNIT,{Log_copies}/mL,{Log_copies}/mL=log (base 10) copies per milliliter
RESULT_UNIT,{Log_IU},{Log_IU}=log (base 10) international unit
RESULT_UNIT,{Log_IU}/mL,{Log_IU}/mL=log (base 10) international unit per milliliter
RESULT_UNIT,{Log},{Log}=log base 10
RESULT_UNIT,{Lyme_index_value},{Lyme_index_value}=Lyme index value
RESULT_UNIT,{M.o.M},{M.o.M}=multiple of the median
RESULT_UNIT,{minidrop}/min,{minidrop}/min=minidrop per minute
RESULT_UNIT,{minidrop}/s,{minidrop}/s=minidrop per second
RESULT_UNIT,{mm/dd/yyyy},{mm/dd/yyyy}=month-day-year
RESULT_UNIT,{MPS'U},{MPS'U}=IgM antiphosphatidylserine unit
RESULT_UNIT,{MPS'U}/mL,{MPS'U}/mL=IgM antiphosphatidylserine unit per milliliter
RESULT_UNIT,{mutation},{mutation}=mutation
RESULT_UNIT,{OD_unit},{OD_unit}=optical density unit
RESULT_UNIT,{Pan_Bio'U},{Pan_Bio'U}=panbio unit
RESULT_UNIT,{percentile},{percentile}=percentile
RESULT_UNIT,{phenotype},{phenotype}=phenotype
RESULT_UNIT,{ratio},{ratio}=ratio
RESULT_UNIT,{RBC}/uL,{RBC}/uL=red blood cell per microliter
RESULT_UNIT,{rel_saturation},{rel_saturation}=relative saturation
RESULT_UNIT,{risk},{risk}=risk
RESULT_UNIT,{Rubella_virus},{Rubella_virus}=rubella virus
RESULT_UNIT,{s_co_ratio},{s_co_ratio}=signal to cutoff ratio
RESULT_UNIT,{saturation},{saturation}=saturation
RESULT_UNIT,{score},{score}=score
RESULT_UNIT,{shift},{shift}=shift
RESULT_UNIT,{spermatozoa}/mL,{spermatozoa}/mL=spermatozoa per milliliter
RESULT_UNIT,{STDV},{STDV}=standard deviation
RESULT_UNIT,{titer},{titer}=titer
RESULT_UNIT,{TmStp},{TmStp}=time stamp
RESULT_UNIT,{Tscore},{Tscore}=t score
RESULT_UNIT,{TSI_index},{TSI_index}=thyroid-stimulating immunoglobulin index
RESULT_UNIT,{WBCs},{WBCs}=white blood cells
RESULT_UNIT,{yyyy},{yyyy}=year
RESULT_UNIT,{Zscore},{Zscore}=z score
RESULT_UNIT,10*12/L,10*12/L=trillion per liter
RESULT_UNIT,10*3,10*3=thousand
RESULT_UNIT,10*3/L,10*3/L=thousand per liter
RESULT_UNIT,10*3/mL,10*3/mL=thousand per milliliter
RESULT_UNIT,10*3/uL,10*3/uL=thousand per microliter
RESULT_UNIT,10*3{copies}/mL,10*3{copies}/mL=thousand copies per milliliter
RESULT_UNIT,10*3{RBCs},10*3{RBCs}=thousand red blood cells
RESULT_UNIT,10*4/uL,10*4/uL=10 thousand per microliter
RESULT_UNIT,10*5,10*5=one hundred thousand
RESULT_UNIT,10*6,10*6=million
RESULT_UNIT,10*6.[CFU]/L,10*6.[CFU]/L=million colony forming unit per liter
RESULT_UNIT,10*6.[IU],10*6.[IU]=million international unit
RESULT_UNIT,10*6/(24.h),10*6/(24.h)=million per 24 hour
RESULT_UNIT,10*6/kg,10*6/kg=million per kilogram
RESULT_UNIT,10*6/L,10*6/L=million per liter
RESULT_UNIT,10*6/mL,10*6/mL=million per milliliter
RESULT_UNIT,10*6/uL,10*6/uL=million per microliter
RESULT_UNIT,10*8,10*8=100 million
RESULT_UNIT,10*9/L,10*9/L=billion per liter
RESULT_UNIT,10*9/mL,10*9/mL=billion per milliliter
RESULT_UNIT,10*9/uL,10*9/uL=billion per microliter
RESULT_UNIT,10.L/(min.m2),10.L/(min.m2)=10 liter per minute per square meter
RESULT_UNIT,10.L/min,10.L/min=10 liter per minute
RESULT_UNIT,10.uN.s/(cm5.m2),10.uN.s/(cm5.m2)=10 micronewton second per centimeter to the fifth power per square meter
RESULT_UNIT,24.h,24.h=24 hour
RESULT_UNIT,A,A=ampere
RESULT_UNIT,a,a=year
RESULT_UNIT,A/m,A/m=ampere per meter
RESULT_UNIT,ag/{cell},ag/{cell}=attogram per cell
RESULT_UNIT,atm,atm=atmosphere
RESULT_UNIT,bar,bar=bar
RESULT_UNIT,Bq,Bq=Becquerel
RESULT_UNIT,cal,cal=calorie
RESULT_UNIT,Cel,Cel=degree Celsius
RESULT_UNIT,cg,cg=centigram
RESULT_UNIT,cL,cL=centiliter
RESULT_UNIT,cm,cm=centimeter
RESULT_UNIT,cm/m2,cm/m2=centimeter per square meter
RESULT_UNIT,cm/s,cm/s=centimeter per second
RESULT_UNIT,cm[H2O],cm[H2O]=centimeter of water
RESULT_UNIT,cm[H2O]/L/s,cm[H2O]/L/s=centimeter of water per liter per second
RESULT_UNIT,cm[H2O]/s/m,cm[H2O]/s/m=centimeter of water per second per meter
RESULT_UNIT,cm[Hg],cm[Hg]=centimeter of mercury
RESULT_UNIT,cm2,cm2=square centimeter
RESULT_UNIT,cm2/s,cm2/s=square centimeter per second
RESULT_UNIT,cm3,cm3=cubic centimeter
RESULT_UNIT,cP,cP=centipoise
RESULT_UNIT,cSt,cSt=centistoke
RESULT_UNIT,d,d=day
RESULT_UNIT,d/(7.d),d/(7.d)=day per 7 day
RESULT_UNIT,d/wk,d/wk=days per week
RESULT_UNIT,daL/min,daL/min=dekaliter per minute
RESULT_UNIT,daL/min/m2,daL/min/m2=dekaliter per minute per square meter
RESULT_UNIT,dB,dB=decibel
RESULT_UNIT,deg,deg=degree (plane angle)
RESULT_UNIT,deg/s,deg/s=degree per second
RESULT_UNIT,dg,dg=decigram
RESULT_UNIT,dL,dL=deciliter
RESULT_UNIT,dL/day,dL/day=deciliter per day
RESULT_UNIT,dL/h,dL/h=deciliter per hour
RESULT_UNIT,dL/min,dL/min=deciliter per minute
RESULT_UNIT,dm,dm=decimeter
RESULT_UNIT,dm2/s2,dm2/s2=square decimeter per square second
RESULT_UNIT,dyn.s/(cm.m2),dyn.s/(cm.m2)=dyne second per centimeter per square meter
RESULT_UNIT,dyn.s/cm,dyn.s/cm=dyne second per centimeter
RESULT_UNIT,eq,eq=equivalent
RESULT_UNIT,eq/L,eq/L=equivalent per liter
RESULT_UNIT,eq/mL,eq/mL=equivalent per milliliter
RESULT_UNIT,eq/mmol,eq/mmol=equivalent per millimole
RESULT_UNIT,eq/umol,eq/umol=equivalent per micromole
RESULT_UNIT,erg,erg=erg
RESULT_UNIT,eV,eV=electron Volt
RESULT_UNIT,F,F=Farad
RESULT_UNIT,fg,fg=femtogram
RESULT_UNIT,fL,fL=femtoliter
RESULT_UNIT,fm,fm=femtometer
RESULT_UNIT,fmol,fmol=femtomole
RESULT_UNIT,fmol/g,fmol/g=femtomole per gram
RESULT_UNIT,fmol/L,fmol/L=femtomole per liter
RESULT_UNIT,fmol/mg,fmol/mg=femtomole per milligram
RESULT_UNIT,fmol/mg{cyt_prot},fmol/mg{cyt_prot}=femtomole per milligram of cytosol protein
RESULT_UNIT,fmol/mg{prot},fmol/mg{prot}=femtomole per milligram of protein
RESULT_UNIT,fmol/mL,fmol/mL=femtomole per milliliter
RESULT_UNIT,g,g=gram
RESULT_UNIT,g.m,g.m=gram meter
RESULT_UNIT,g.m/{beat},g.m/{beat}=gram meter per heart beat
RESULT_UNIT,g/(100.g),g/(100.g)=gram per 100 gram
RESULT_UNIT,g/(12.h),g/(12.h)=gram per 12 hour
RESULT_UNIT,g/(24.h),g/(24.h)=gram per 24 hour
RESULT_UNIT,g/(3.d),g/(3.d)=gram per 3 days
RESULT_UNIT,g/(4.h),g/(4.h)=gram per 4 hour
RESULT_UNIT,g/(48.h),g/(48.h)=gram per 48 hour
RESULT_UNIT,g/(5.h),g/(5.h)=gram per 5 hour
RESULT_UNIT,g/(6.h),g/(6.h)=gram per 6 hour
RESULT_UNIT,g/(72.h),g/(72.h)=gram per 72 hour
RESULT_UNIT,g/(8.h){shift},g/(8.h){shift}=gram per 8 hour shift
RESULT_UNIT,g/{specimen},g/{specimen}=gram per specimen
RESULT_UNIT,g/{total_output},g/{total_output}=gram per total output
RESULT_UNIT,g/{total_weight},g/{total_weight}=gram per total weight
RESULT_UNIT,g/cm2,g/cm2=gram per square centimeter
RESULT_UNIT,g/cm3,g/cm3=gram per cubic centimeter
RESULT_UNIT,g/d,g/d=gram per day
RESULT_UNIT,g/dL,g/dL=gram per deciliter
RESULT_UNIT,g/g,g/g=gram per gram
RESULT_UNIT,g/g{creat},g/g{creat}=gram per gram of creatinine
RESULT_UNIT,g/g{globulin},g/g{globulin}=gram per gram of globulin
RESULT_UNIT,g/g{tissue},g/g{tissue}=gram per gram of tissue
RESULT_UNIT,g/h,g/h=gram per hour
RESULT_UNIT,g/h/m2,g/h/m2=gram per hour per square meter
RESULT_UNIT,g/kg,g/kg=gram per kilogram
RESULT_UNIT,g/kg/(8.h),g/kg/(8.h)=gram per kilogram per 8 hour
RESULT_UNIT,g/kg/(8.h){shift},g/kg/(8.h){shift}=gram per kilogram per 8 hour shift
RESULT_UNIT,g/kg/d,g/kg/d=gram per kilogram per day
RESULT_UNIT,g/kg/h,g/kg/h=gram per kilogram per hour
RESULT_UNIT,g/kg/min,g/kg/min=gram per kilogram per minute
RESULT_UNIT,g/L,g/L=gram per liter
RESULT_UNIT,g/m2,g/m2=gram per square meter
RESULT_UNIT,g/mg,g/mg=gram per milligram
RESULT_UNIT,g/min,g/min=gram per minute
RESULT_UNIT,g/mL,g/mL=gram per milliliter
RESULT_UNIT,g/mmol,g/mmol=gram per millimole
RESULT_UNIT,g/mol{creat},g/mol{creat}=gram per mole of creatinine
RESULT_UNIT,g{creat},g{creat}=gram of creatinine
RESULT_UNIT,g{Hb},g{Hb}=gram of hemoglobin
RESULT_UNIT,g{total_nit},g{total_nit}=gram of total nitrogen
RESULT_UNIT,g{total_prot},g{total_prot}=gram of total protein
RESULT_UNIT,g{wet_tissue},g{wet_tissue}=gram of wet tissue
RESULT_UNIT,Gy,Gy=Gray
RESULT_UNIT,H,H=Henry
RESULT_UNIT,h,h=hour
RESULT_UNIT,h/d,h/d=hour per day
RESULT_UNIT,h/wk,h/wk=hour per week
RESULT_UNIT,Hz,Hz=Hertz
RESULT_UNIT,J,J=joule
RESULT_UNIT,J/L,J/L=joule per liter
RESULT_UNIT,K,K=degree Kelvin
RESULT_UNIT,K/W,K/W=degree Kelvin per Watt
RESULT_UNIT,k[IU]/L,k[IU]/L=kilo international unit per liter
RESULT_UNIT,k[IU]/mL,k[IU]/mL=kilo international unit per milliliter
RESULT_UNIT,kat,kat=katal
RESULT_UNIT,kat/kg,kat/kg=katal per kilogram
RESULT_UNIT,kat/L,kat/L=katal per liter
RESULT_UNIT,kcal,kcal=kilocalorie
RESULT_UNIT,kcal/(24.h),kcal/(24.h)=kilocalorie per 24 hour
RESULT_UNIT,kcal/[oz_av],kcal/[oz_av]=kilocalorie per ounce (US & British)
RESULT_UNIT,kcal/d,kcal/d=kilocalorie per day
RESULT_UNIT,kcal/dL,kcal/dL=kilocalorie per deciliter
RESULT_UNIT,kcal/h,kcal/h=kilocalorie per hour
RESULT_UNIT,kcal/kg,kcal/kg=kilocalorie per kilogram
RESULT_UNIT,kcal/kg/(24.h),kcal/kg/(24.h)=kilocalorie per kilogram per 24 hour
RESULT_UNIT,kg,kg=kilogram
RESULT_UNIT,kg.m/s,kg.m/s=kilogram meter per second
RESULT_UNIT,kg/(s.m2),kg/(s.m2)=kilogram per second per square meter
RESULT_UNIT,kg/d,kg/d=kilogram per day
RESULT_UNIT,kg/h,kg/h=kilogram per hour
RESULT_UNIT,kg/L,kg/L=kilogram per liter
RESULT_UNIT,kg/m2,kg/m2=kilogram per square meter
RESULT_UNIT,kg/m3,kg/m3=kilogram per cubic meter
RESULT_UNIT,kg/min,kg/min=kilogram per minute
RESULT_UNIT,kg/mol,kg/mol=kilogram per mole
RESULT_UNIT,kg/s,kg/s=kilogram per second
RESULT_UNIT,kL,kL=kiloliter
RESULT_UNIT,km,km=kilometer
